,idx,charger_type,daily_usage_2,peak_usage_2,daily_usage_3,peak_usage_3,type_2_rating,type_3_rating,type_2_nos,type_3_nos,energy_usage,uptime
113,113,Tata Power,14.9,16.39,3.0,9.0,10,400,1,3,23.9,105
114,114,Tata Power,14.8,24.0,9.5,20.9,4,400,1,1,24.3,95
115,115,Tata Power,45.5,120.0,39.6,48.0,20,200,5,2,306.7,115
116,116,Tata Power,47.6,96.0,12.9,24.0,22,200,4,1,203.3,5
117,117,Tata Power,69.3,72.0,16.8,72.0,22,450,3,3,258.3,35
118,118,Tata Power,35.4,72.0,51.3,72.0,10,350,3,3,260.1,70
119,119,Tata Power,52.0,96.0,43.4,48.0,10,350,4,2,294.8,135
120,120,Tata Power,5.0,35.0,15.7,20.41,22,450,5,1,40.7,30
121,121,Tata Power,58.5,72.0,27.6,72.0,15,250,3,3,258.3,105
122,122,Tata Power,117.6,144.0,22.7,24.0,22,400,6,1,728.3,40
123,123,Tata Power,26.0,96.0,16.5,72.0,20,450,4,3,153.5,135
124,124,Tata Power,47.0,48.0,12.0,68.4,8,350,2,3,130.0,175
125,125,Tata Power,11.0,33.0,15.9,72.0,10,300,2,3,69.7,40
126,126,Tata Power,6.5,9.1,42.3,72.0,10,250,1,3,133.4,70
127,127,Tata Power,94.5,120.0,6.0,28.8,8,400,5,2,484.5,45
128,128,Tata Power,25.2,144.0,49.8,72.0,20,300,6,3,300.6,40
129,129,Tata Power,1.2,1.8,6.1,14.03,22,450,1,1,7.3,130
130,130,Tata Power,127.2,144.0,23.6,48.0,15,350,6,2,810.4,40
131,131,Tata Power,133.8,144.0,46.8,48.0,15,200,6,2,896.4,160
132,132,Tata Power,17.4,48.0,40.2,72.0,4,200,2,3,155.4,30
133,133,Tata Power,7.8,98.28,6.1,10.37,15,200,6,1,52.9,30
134,134,Tata Power,69.2,96.0,67.5,72.0,15,400,4,3,479.3,115
135,135,Tata Power,130.2,144.0,4.8,18.72,8,200,6,3,795.6,15
136,136,Tata Power,19.5,120.0,34.4,48.0,20,400,5,2,166.3,145
137,137,Tata Power,59.6,96.0,35.1,72.0,20,250,4,3,343.7,15
138,138,Tata Power,3.9,7.41,49.5,72.0,15,400,1,3,152.4,180
139,139,Tata Power,86.4,96.0,40.4,48.0,8,450,4,2,426.4,185
140,140,Tata Power,51.6,72.0,48.0,72.0,10,300,3,3,298.8,155
141,141,Tata Power,60.6,72.0,18.1,24.0,20,250,3,1,199.9,185
142,142,Tata Power,28.2,144.0,7.7,16.94,4,400,6,1,176.9,110
143,143,Tata Power,51.6,144.0,41.1,72.0,22,300,6,3,432.9,15
144,144,Tata Power,35.7,72.0,29.4,72.0,15,300,3,3,195.3,55
145,145,Tata Power,27.5,120.0,16.2,72.0,22,300,5,3,186.1,190
146,146,Tata Power,38.8,48.0,63.9,72.0,15,350,2,3,269.3,40
147,147,Tata Power,12.4,96.0,50.7,72.0,10,400,4,3,201.7,140
148,148,Tata Power,59.0,120.0,12.7,24.0,8,350,5,1,307.7,110
149,149,Tata Power,89.4,144.0,22.2,24.0,20,400,6,1,558.6,115
150,150,Tata Power,106.2,144.0,67.8,72.0,4,400,6,3,840.6,170
151,151,Tata Power,39.6,144.0,6.0,21.6,15,250,6,3,255.6,190
152,152,Tata Power,90.6,144.0,16.6,24.0,20,400,6,1,560.2,100
153,153,Tata Power,27.2,96.0,27.9,72.0,15,200,4,3,192.5,10
154,154,Tata Power,81.0,120.0,45.0,72.0,22,200,5,3,540.0,175
155,155,Tata Power,60.0,120.0,13.8,30.36,22,250,5,2,327.6,50
156,156,Tata Power,18.7,22.44,37.8,48.0,22,250,1,2,94.3,20
157,157,Tata Power,32.7,72.0,5.8,22.04,15,350,3,2,109.7,170
158,158,Tata Power,11.3,24.0,17.9,24.0,22,250,1,1,29.2,115
159,159,Tata Power,34.6,48.0,29.1,72.0,4,250,2,3,156.5,115
160,160,Tata Power,38.4,144.0,5.1,10.71,22,250,6,1,235.5,170
161,161,Tata Power,38.4,72.0,10.1,17.17,8,400,3,1,125.3,115
162,162,Tata Power,22.8,136.8,12.6,45.36,15,350,6,2,162.0,40
163,163,Tata Power,5.6,49.28,29.7,72.0,20,350,4,3,111.5,120
164,164,Tata Power,19.6,96.0,47.8,48.0,4,350,4,2,174.0,35
165,165,Tata Power,108.5,120.0,24.8,48.0,20,400,5,2,592.1,120
166,166,Tata Power,35.0,48.0,8.6,43.0,10,350,2,2,87.2,85
167,167,Tata Power,35.7,72.0,18.6,48.0,4,450,3,2,144.3,170
168,168,Tata Power,30.6,48.0,13.8,53.82000000000001,8,300,2,3,102.6,115
169,169,Zeon,23.1,72.0,20.0,24.0,10,450,3,1,89.3,0
170,170,Zeon,47.4,48.0,15.2,22.8,20,350,2,1,110.0,45
171,171,Zeon,36.0,144.0,16.3,24.0,15,250,6,1,232.3,145
172,172,Zeon,21.5,120.0,43.0,48.0,10,250,5,2,193.5,40
173,173,Zeon,64.4,96.0,41.4,72.0,10,300,4,3,381.8,0
174,174,Zeon,72.0,96.0,12.8,24.0,4,400,4,1,300.8,65
175,175,Zeon,6.6,9.24,2.4,10.56,4,450,1,2,11.4,55
176,176,Zeon,40.5,120.0,19.0,20.9,15,450,5,1,221.5,95
177,177,Zeon,33.0,144.0,2.7,4.05,22,300,6,1,200.7,190
178,178,Zeon,30.9,72.0,35.4,72.0,10,250,3,3,198.9,75
179,179,Tata Power,79.6,96.0,47.4,48.0,10,250,4,2,413.2,5
180,180,Tata Power,103.5,120.0,19.8,48.0,4,450,5,2,557.1,30
181,181,Tata Power,63.6,96.0,18.7,18.7,4,250,4,1,273.1,85
182,182,Tata Power,25.6,48.0,1.2,2.16,20,450,2,1,52.4,50
183,183,Tata Power,36.5,120.0,16.8,48.0,10,300,5,2,216.1,40
184,184,Tata Power,45.2,48.0,23.9,24.0,10,250,2,1,114.3,20
185,185,Tata Power,53.0,120.0,16.3,24.0,8,350,5,1,281.3,50
186,186,Zeon,14.7,72.0,9.8,15.68,22,200,3,1,53.9,80
187,187,Tata Power,84.5,120.0,19.0,48.0,15,350,5,2,460.5,105
188,188,Tata Power,15.5,24.0,6.6,13.2,8,400,1,1,22.1,180
189,189,Tata Power,12.5,24.0,2.9,4.64,4,350,1,1,15.4,105
190,190,Tata Power,60.0,144.0,16.8,48.0,22,350,6,2,393.6,80
191,191,Statiq,7.0,7.0,20.0,24.0,10,200,1,1,27.0,95
192,192,Statiq,30.9,72.0,44.7,72.0,20,250,3,3,226.8,65
193,193,Statiq,13.8,72.0,2.4,2.64,22,400,3,1,43.8,130
194,194,Statiq,101.5,120.0,26.6,48.0,15,350,5,2,560.7,145
195,195,Tata Power,16.0,44.8,33.4,48.0,22,450,2,2,98.8,90
196,196,Tata Power,4.9,7.35,17.8,39.16,8,200,1,2,40.5,125
197,197,Tata Power,47.4,48.0,37.6,48.0,10,200,2,2,170.0,180
198,198,Tata Power,106.0,120.0,13.3,22.61,15,400,5,1,543.3,10
199,199,Tata Power,33.3,72.0,20.6,24.0,4,250,3,1,120.5,85
200,200,Tata Power,6.1,8.54,17.1,72.0,22,350,1,3,57.4,125
201,201,Tata Power,17.2,48.0,20.8,24.0,15,350,2,1,55.2,150
202,202,Tata Power,19.0,120.0,8.2,12.3,20,350,5,1,103.2,185
203,203,Tata Power,19.2,48.0,19.2,72.0,10,350,2,3,96.0,130
204,204,Tata Power,47.6,96.0,39.9,72.0,8,200,4,3,310.1,120
205,205,Tata Power,63.5,120.0,9.6,28.799999999999997,15,200,5,3,346.3,5
206,206,Tata Power,88.4,96.0,10.3,24.0,22,300,4,1,363.9,80
207,207,Tata Power,76.4,96.0,40.5,72.0,15,200,4,3,427.1,10
208,208,Tata Power,47.2,48.0,23.1,24.0,20,400,2,1,117.5,185
209,209,Tata Power,96.0,120.0,24.0,72.0,22,300,5,3,552.0,15
210,210,Tata Power,2.2,7.92,32.4,48.0,20,250,2,2,69.2,55
211,211,Tata Power,96.5,120.0,34.2,72.0,4,450,5,3,585.1,165
212,212,Tata Power,97.8,144.0,9.0,39.6,15,250,6,2,604.8,195
213,213,Tata Power,32.5,120.0,30.0,48.0,22,400,5,2,222.5,0
214,214,Tata Power,43.8,144.0,27.6,48.0,10,450,6,2,318.0,35
215,215,Tata Power,4.8,38.4,69.9,72.0,22,300,4,3,228.9,95
216,216,Tata Power,43.4,48.0,7.4,14.8,10,350,2,1,94.2,50
217,217,Tata Power,4.5,13.5,6.0,28.799999999999997,4,450,3,3,31.5,175
218,218,Tata Power,27.8,48.0,21.3,24.0,15,200,2,1,76.9,45
219,219,Tata Power,25.8,48.0,20.7,72.0,4,200,2,3,113.7,165
220,220,Tata Power,20.8,20.8,16.0,48.0,20,200,1,2,52.8,0
221,221,Tata Power,116.0,120.0,9.6,15.36,10,400,5,1,589.6,70
222,222,Tata Power,3.3,5.28,20.8,24.0,8,350,1,1,24.1,180
223,223,Tata Power,42.0,72.0,11.9,17.85,22,350,3,1,137.9,55
224,224,Tata Power,91.8,144.0,18.3,72.0,8,400,6,3,605.7,50
225,225,Tata Power,35.4,144.0,15.0,48.0,15,350,6,2,242.4,5
226,226,Tata Power,73.6,96.0,18.2,48.0,8,300,4,2,330.8,10
227,227,Tata Power,23.7,72.0,41.4,48.0,8,400,3,2,153.9,30
228,228,Tata Power,49.2,144.0,26.7,72.0,20,400,6,3,375.3,115
229,229,Tata Power,106.8,144.0,9.0,51.300000000000004,15,250,6,3,667.8,135
230,230,Tata Power,19.0,104.5,4.1,5.74,15,350,5,1,99.1,175
231,231,Tata Power,34.8,144.0,1.8,3.96,4,200,6,1,210.6,90
232,232,Tata Power,83.6,96.0,23.4,48.0,8,450,4,2,381.2,65
233,233,Tata Power,30.9,72.0,5.4,35.64,8,200,3,3,108.9,5
234,234,Tata Power,17.5,120.0,5.6,11.76,10,350,5,1,93.1,165
235,235,Tata Power,62.4,72.0,18.4,24.0,20,400,3,1,205.6,60
236,236,Tata Power,7.0,87.5,49.2,72.0,22,400,5,3,182.6,10
237,237,Tata Power,42.6,48.0,14.7,72.0,10,350,2,3,129.3,135
238,238,Tata Power,67.5,120.0,35.4,72.0,22,250,5,3,443.7,140
239,239,Tata Power,98.0,120.0,22.0,48.0,22,200,5,2,534.0,170
240,240,Tata Power,94.2,144.0,16.8,48.0,8,400,6,2,598.8,145
241,241,Tata Power,23.1,24.0,20.5,24.0,10,250,1,1,43.6,165
242,242,Tata Power,140.4,144.0,38.6,48.0,10,350,6,2,919.6,10
243,243,Tata Power,6.2,7.44,18.3,24.0,10,350,1,1,24.5,100
244,244,Tata Power,46.8,144.0,17.7,24.0,10,300,6,1,298.5,180
245,245,Tata Power,58.4,96.0,23.7,24.0,10,450,4,1,257.3,120
246,246,Tata Power,15.6,144.0,21.6,24.0,22,300,6,1,115.2,185
247,247,Tata Power,41.4,72.0,14.6,24.0,15,200,3,1,138.8,25
248,248,Tata Power,20.0,22.0,23.9,24.0,22,250,1,1,43.9,20
249,249,Tata Power,33.4,48.0,57.0,72.0,4,200,2,3,237.8,100
250,250,Tata Power,2.0,5.0,23.4,72.0,20,350,1,3,72.2,15
251,251,Tata Power,83.0,120.0,12.3,22.14,15,400,5,1,427.3,115
252,252,Tata Power,42.6,72.0,2.0,9.2,10,200,3,2,131.8,130
253,253,Tata Power,32.2,48.0,16.7,24.0,8,200,2,1,81.1,100
254,254,Tata Power,111.0,144.0,21.8,23.98,15,450,6,1,687.8,70
255,255,Tata Power,8.8,16.72,18.2,24.0,10,300,1,1,27.0,140
256,256,Tata Power,73.2,96.0,3.0,11.4,15,450,4,2,298.8,125
257,257,Tata Power,91.0,120.0,23.7,72.0,20,400,5,3,526.1,80
258,258,Tata Power,107.0,120.0,3.9,8.58,4,450,5,1,538.9,50
259,259,Tata Power,80.8,96.0,29.2,48.0,8,450,4,2,381.6,180
260,260,Tata Power,51.5,120.0,4.0,16.8,4,250,5,2,265.5,45
261,261,Tata Power,6.1,13.42,14.8,48.0,22,400,1,2,35.7,130
262,262,Tata Power,33.6,72.0,10.3,23.69,22,300,3,1,111.1,75
263,263,Tata Power,15.9,24.0,29.0,48.0,8,350,1,2,73.9,120
264,264,Tata Power,61.8,72.0,8.3,20.75,20,200,3,1,193.7,180
265,265,Tata Power,117.5,120.0,63.3,72.0,8,400,5,3,777.4,40
266,266,Tata Power,107.4,144.0,17.4,48.0,10,350,6,2,679.2,140
267,267,Tata Power,20.1,24.0,23.1,24.0,22,200,1,1,43.2,90
268,268,Tata Power,6.5,71.5,12.6,45.36,22,250,5,3,70.3,0
269,269,Tata Power,17.1,72.0,8.7,15.66,4,350,3,1,60.0,65
270,270,Tata Power,67.6,96.0,24.6,72.0,20,450,4,3,344.2,80
271,271,Tata Power,27.2,96.0,23.8,24.0,4,350,4,1,132.6,195
272,272,Tata Power,6.0,75.6,27.0,72.0,10,400,6,3,117.0,0
273,273,Tata Power,25.2,144.0,23.5,24.0,22,450,6,1,174.7,175
274,274,Tata Power,65.6,96.0,37.2,72.0,4,200,4,3,374.0,35
275,275,Tata Power,27.2,96.0,17.6,48.0,15,250,4,2,144.0,10
276,276,Tata Power,12.0,28.8,39.6,48.0,15,400,2,2,103.2,175
277,277,Chargegrid,33.6,144.0,60.3,72.0,4,350,6,3,382.5,75
278,278,Chargegrid,11.7,16.38,21.6,24.0,22,250,1,1,33.3,30
279,279,Chargegrid,17.4,24.0,18.8,48.0,20,400,1,2,55.0,135
280,280,Chargegrid,70.2,144.0,35.4,48.0,4,350,6,2,492.0,145
281,281,Chargegrid,4.9,9.8,42.4,48.0,22,250,1,2,89.7,5
282,282,Chargegrid,25.4,48.0,18.9,72.0,4,400,2,3,107.5,185
283,283,Chargegrid,13.8,24.0,48.6,72.0,15,450,1,3,159.6,10
284,284,Chargegrid,96.5,120.0,13.3,22.61,22,450,5,1,495.8,95
285,285,Chargegrid,9.8,45.08,12.2,39.04,8,350,2,2,44.0,70
286,286,BESCOM,7.2,34.56,13.2,24.0,4,450,4,1,42.0,20
287,287,BESCOM,31.5,72.0,23.8,24.0,22,350,3,1,118.3,145
288,288,BESCOM,27.6,96.0,13.4,13.4,15,400,4,1,123.8,85
289,289,BESCOM,14.0,120.0,23.6,48.0,4,300,5,2,117.2,105
290,290,BESCOM,28.8,72.0,31.2,72.0,15,300,3,3,180.0,130
291,291,BESCOM,85.2,96.0,53.1,72.0,8,400,4,3,500.1,170
292,292,BESCOM,6.6,25.740000000000002,16.6,48.0,8,400,3,2,53.0,65
293,293,BESCOM,34.5,72.0,5.7,7.41,8,250,3,1,109.2,110
294,294,BESCOM,19.7,24.0,3.4,8.16,15,200,1,2,26.5,10
295,295,BESCOM,39.6,72.0,4.6,7.36,4,300,3,1,123.4,100
296,296,BESCOM,60.0,72.0,6.9,14.49,8,400,3,1,186.9,130
297,297,BESCOM,18.5,120.0,2.3,4.83,15,200,5,1,94.8,110
298,298,BESCOM,104.4,144.0,20.2,48.0,20,450,6,2,666.8,170
299,299,BESCOM,20.8,24.0,40.2,72.0,8,200,1,3,141.4,55
300,300,BESCOM,50.4,72.0,18.8,24.0,10,400,3,1,170.0,60
301,301,BESCOM,43.6,96.0,39.6,72.0,8,300,4,3,293.2,155
302,302,BESCOM,18.2,24.0,18.0,43.2,8,250,1,2,54.2,195
303,303,BESCOM,20.0,96.0,15.0,48.0,8,300,4,2,110.0,165
304,304,FORTUM,25.8,144.0,35.4,72.0,22,400,6,3,261.0,85
305,305,FORTUM,9.4,15.04,7.6,16.72,15,200,1,1,17.0,15
306,306,FORTUM,89.6,96.0,23.6,24.0,22,250,4,1,382.0,35
307,307,FORTUM,16.2,48.0,6.3,37.8,20,350,2,3,51.3,55
308,308,FORTUM,25.2,72.0,5.8,6.38,22,200,3,1,81.4,125
309,309,FORTUM,22.8,24.0,57.9,72.0,15,450,1,3,196.5,90
310,310,FORTUM,16.5,115.5,18.6,20.46,22,450,5,1,101.1,150
311,311,FORTUM,27.2,96.0,32.0,48.0,4,450,4,2,172.8,35
312,312,FORTUM,56.4,144.0,31.8,48.0,10,350,6,2,402.0,85
313,313,FORTUM,32.0,48.0,18.2,24.0,8,250,2,1,82.2,75
314,314,FORTUM,18.7,24.0,11.8,35.4,20,200,1,2,42.3,190
315,315,Plug N Go,90.5,120.0,4.5,9.45,22,400,5,1,457.0,65
316,316,Others,20.4,48.0,13.4,40.2,22,400,2,2,67.6,170
317,317,Others,52.8,96.0,60.6,72.0,20,400,4,3,393.0,105
318,318,Others,61.5,120.0,56.1,72.0,20,200,5,3,475.8,195
319,319,Others,26.4,48.0,11.6,15.08,22,450,2,1,64.4,175
320,320,Others,17.8,48.0,20.1,72.0,22,300,2,3,95.9,55
321,321,Others,55.2,72.0,4.2,9.66,20,400,3,1,169.8,110
322,322,Others,70.0,96.0,22.2,48.0,20,350,4,2,324.4,130
323,323,Others,11.1,33.3,47.8,48.0,20,350,3,2,128.9,115
324,324,Others,87.2,96.0,65.4,72.0,22,200,4,3,545.0,110
325,325,Others,97.5,120.0,24.8,48.0,20,350,5,2,537.1,30
326,326,Others,87.0,120.0,69.9,72.0,20,250,5,3,644.7,160
327,327,Others,99.6,144.0,2.9,6.38,22,250,6,1,600.5,50
328,328,Others,29.4,144.0,15.4,24.0,15,400,6,1,191.8,85
329,329,Others,9.6,19.2,1.5,2.55,22,400,1,1,11.1,95
330,330,Volttic,22.7,24.0,50.1,72.0,22,350,1,3,173.0,175
331,331,Volttic,14.0,44.8,7.9,16.59,20,400,2,1,35.9,190
332,332,Zeon,39.9,72.0,7.9,10.27,15,250,3,1,127.6,10
333,333,Zeon,37.0,48.0,9.5,9.5,20,450,2,1,83.5,195
334,334,Zeon,14.0,120.0,19.4,46.56,22,300,5,2,108.8,115
335,335,Zeon,92.4,96.0,32.6,48.0,20,300,4,2,434.8,195
336,336,Zeon,17.2,48.0,19.6,24.0,4,350,2,1,54.0,160
337,337,Zeon,7.4,11.1,2.3,4.14,8,200,1,1,9.7,120
338,338,Zeon,54.0,120.0,21.0,24.0,10,350,5,1,291.0,195
339,339,Zeon,39.6,48.0,9.3,39.06,10,250,2,3,107.1,95
340,340,Zeon,54.8,96.0,15.0,58.5,8,400,4,3,264.2,105
341,341,Zeon,52.8,72.0,55.2,72.0,22,300,3,3,324.0,170
342,342,Zeon,6.3,13.86,7.9,17.38,4,200,1,1,14.2,40
343,343,Zeon,30.9,72.0,59.1,72.0,4,450,3,3,270.0,185
344,344,Zeon,17.1,72.0,39.6,72.0,20,300,3,3,170.1,80
345,345,Zeon,41.2,96.0,59.1,72.0,8,450,4,3,342.1,0
346,346,Zeon,30.0,144.0,5.6,17.92,15,350,6,2,191.2,125
