12.88066,77.59455
12.86569,77.59222
12.882,77.59469
12.87441,77.5826
12.88179,77.59512
12.8912,77.58222
12.87459,77.58495
12.8857,77.61298
12.90301,77.61134
12.89984,77.60301
12.89764,77.58749
12.89905,77.59721
12.8909,77.59253
12.89059,77.6086
12.90811,77.58889
12.89054,77.59927
12.89763,77.59653
12.88973,77.60659
12.89299,77.58797
12.8921,77.59752
12.90266,77.60196
12.89044,77.59358
12.89916,77.59171
12.90457,77.6094
12.90829,77.58712
12.89429,77.60939
12.89886,77.59908
12.8841,77.60965
12.88442,77.58297
12.88861,77.59403
12.89557,77.58418
12.88822,77.59218
12.88655,77.60433
12.89391,77.5887
12.89752,77.59909
12.8894,77.58694
12.88544,77.60683
12.89133,77.61576
12.89148,77.58722
12.89041,77.60295
12.88416,77.6025
12.88004,77.58731
12.90014,77.59503
12.89819,77.603
12.9003,77.60133
12.88726,77.59185
12.89247,77.59896
12.88956,77.59226
12.89166,77.59876
12.88459,77.58568
12.88398,77.59481
12.89308,77.59725
12.89486,77.59988
12.89185,77.58262
12.89037,77.58295
12.89741,77.60664
12.90151,77.59926
12.8929,77.61145
12.89858,77.56402
12.89334,77.58068
12.88641,77.58541
12.89133,77.56901
12.90141,77.58512
12.88242,77.57079
12.88412,77.57192
12.89776,77.56177
12.88961,77.57954
12.89419,77.58734
12.8822,77.58811
12.88749,77.58707
12.89124,77.58
12.89783,77.58988
12.88239,77.57957
12.89207,77.57399
12.89151,77.5766
12.88686,77.57809
12.89202,77.57696
12.89186,77.57527
12.89133,77.57347
12.8808,77.56287
12.89118,77.57705
12.88607,77.58395
12.88358,77.58387
12.89046,77.57786
12.89468,77.5745
12.8927,77.56785
12.89285,77.57794
12.88984,77.57007
12.88644,77.57336
12.87938,77.57171
12.88728,77.58537
12.89867,77.59123
12.88948,77.57118
12.89383,77.58585
12.90483,77.57923
12.89221,77.59464
12.89989,77.58867
12.89169,77.57603
12.89997,77.57213
12.89768,77.56074
12.8893,77.57492
12.8813,77.5646
12.89178,77.57035
12.89194,77.56471
12.89454,77.57463
12.89249,77.5755
12.88995,77.56115
12.89286,77.57968
12.88905,77.59669
12.8827,77.58252
12.8781,77.58489
12.87903,77.59785
12.89537,77.59181
12.87118,77.57605
12.89784,77.58372
12.88684,77.59165
12.8903,77.59876
12.87201,77.58483
12.89788,77.57394
12.88786,77.57815
12.88747,77.58376
12.87853,77.58142
12.88428,77.58283
12.88279,77.57682
12.88434,77.58622
12.88866,77.58601
12.88032,77.57535
12.87066,77.5721
12.88816,77.57709
12.88539,77.59672
12.8872,77.59456
12.89634,77.5733
12.88199,77.5887
12.88912,77.58744
12.89644,77.58153
12.88874,77.57519
12.89301,77.57781
12.89805,77.59177
12.87939,77.5736
12.88368,77.57789
12.87519,77.56983
12.87841,77.56755
12.88176,77.57255
12.89522,77.5965
12.8981,77.58431
12.88146,77.57723
12.88251,77.58236
12.88271,77.58204
12.88458,77.58302
12.87733,77.56997
12.87741,77.58512
12.89013,77.57426
12.87974,77.59003
12.89181,77.58109
12.88382,77.58245
12.8817,77.58346
12.88593,77.58578
12.87438,77.57651
12.89459,77.60118
12.87964,77.59371
12.88512,77.57947
12.87367,77.60695
12.87081,77.59481
12.89432,77.59967
12.89512,77.59525
12.89182,77.60092
12.87137,77.58101
12.88535,77.58958
12.88904,77.59082
12.87951,77.59161
12.87961,77.5953
12.88278,77.59434
12.89857,77.59665
12.8765,77.60664
12.88076,77.59568
12.875,77.60111
12.88552,77.58524
12.88287,77.58466
12.86713,77.59451
12.86648,77.60446
12.87416,77.59831
12.8773,77.59477
12.88056,77.60571
12.88529,77.59723
12.88083,77.59
12.8745,77.6003
12.8919,77.58341
12.87899,77.61241
12.882,77.59674
12.87442,77.59848
12.86443,77.59027
12.8883,77.6083
12.87384,77.59634
12.87839,77.61264
12.8798,77.59137
12.88416,77.59093
12.88159,77.5951
12.89575,77.60358
12.88596,77.58077
12.87899,77.59432
12.88714,77.5912
12.87645,77.60865
12.87556,77.59743
12.86489,77.59346
12.86955,77.59762
12.88713,77.59058
12.88919,77.58336
12.88215,77.59763
12.89622,77.60155
12.89443,77.60729
12.88632,77.58321
12.8804,77.60054
12.88884,77.58855
12.8952,77.59799
12.89762,77.6092
12.88499,77.58397
12.89903,77.59883
12.89499,77.58914
12.89176,77.5984
12.89899,77.58547
12.89324,77.60271
12.88628,77.58619
12.89612,77.59115
12.8767,77.59783
12.89236,77.60588
12.89973,77.58277
12.90286,77.6015
12.91217,77.59863
12.88077,77.60571
12.89671,77.59566
12.90771,77.58947
12.90046,77.6044
12.8913,77.6021
12.89003,77.60555
12.88679,77.59769
12.90345,77.60101
12.88802,77.60582
12.89581,77.58538
12.89365,77.60271
12.89471,77.59011
12.91035,77.59367
12.90774,77.6
12.88801,77.60371
12.90571,77.5966
12.8937,77.59732
12.8934,77.5976
12.89575,77.60313
12.89962,77.61349
12.89138,77.59128
12.88691,77.58185
12.89213,77.59931
12.90298,77.60137
12.89429,77.59961
12.89335,77.60781
12.8948,77.58733
12.9052,77.60018
12.89727,77.59723
12.89417,77.59709
